symbol;currency_group;currency_base;currency_quote
"HKD/BRL";"Exotic-Cross";"Hong Kong Dollar";"Brazil Real"
"HKD/CAD";"Exotic-Cross";"Hong Kong Dollar";"Canadian Dollar"
"HKD/CHF";"Exotic-Cross";"Hong Kong Dollar";"Swiss Franc"
"HKD/CLP";"Exotic-Cross";"Hong Kong Dollar";"Chilean Peso"
"HKD/CNY";"Exotic-Cross";"Hong Kong Dollar";"Chinese Yuan"
"HKD/CZK";"Exotic-Cross";"Hong Kong Dollar";"Czech Koruna"
"HKD/DKK";"Exotic-Cross";"Hong Kong Dollar";"Danish Krone"
"HKD/EGP";"Exotic-Cross";"Hong Kong Dollar";"Egyptian Pound"
"HKD/EUR";"Exotic-Cross";"Hong Kong Dollar";"Euro"
"HKD/GBP";"Exotic-Cross";"Hong Kong Dollar";"British Pound"
"HKD/HUF";"Exotic-Cross";"Hong Kong Dollar";"Hungarian Forint"
"HKD/IDR";"Exotic-Cross";"Hong Kong Dollar";"Indonesian Rupiah"
"HKD/ILS";"Exotic-Cross";"Hong Kong Dollar";"Israeli Shekel"
"HKD/INR";"Exotic-Cross";"Hong Kong Dollar";"Indian Rupee"
"HKD/ISK";"Exotic-Cross";"Hong Kong Dollar";"Icelandic Krona"
"HKD/JMD";"Exotic-Cross";"Hong Kong Dollar";"Jamaican Dollar"
"HKD/JOD";"Exotic-Cross";"Hong Kong Dollar";"Jordan Dinar"
"HKD/JPY";"Exotic-Cross";"Hong Kong Dollar";"Japanese Yen"
"HKD/KES";"Exotic-Cross";"Hong Kong Dollar";"Kenyan Shilling"
"HKD/KRW";"Exotic-Cross";"Hong Kong Dollar";"Korean Won"
"HKD/LBP";"Exotic-Cross";"Hong Kong Dollar";"Lebanese Pound"
"HKD/LKR";"Exotic-Cross";"Hong Kong Dollar";"Sri Lankan Rupee"
"HKD/MAD";"Exotic-Cross";"Hong Kong Dollar";"Moroccan Dirham"
"HKD/MXN";"Exotic-Cross";"Hong Kong Dollar";"Mexican Peso"
"HKD/MYR";"Exotic-Cross";"Hong Kong Dollar";"Malaysian Ringgit"
"HKD/NAD";"Exotic-Cross";"Hong Kong Dollar";"Namibian Dollar"
"HKD/NOK";"Exotic-Cross";"Hong Kong Dollar";"Norwegian Krone"
"HKD/NPR";"Exotic-Cross";"Hong Kong Dollar";"Nepalese Rupee"
"HKD/NZD";"Exotic-Cross";"Hong Kong Dollar";"New Zealand Dollar"
"HKD/OMR";"Exotic-Cross";"Hong Kong Dollar";"Omani Rial"
"HKD/PAB";"Exotic-Cross";"Hong Kong Dollar";"Panamanian Balboa"
"HKD/PHP";"Exotic-Cross";"Hong Kong Dollar";"Philippine Peso"
"HKD/PKR";"Exotic-Cross";"Hong Kong Dollar";"Pakistani Rupee"
"HKD/PLN";"Exotic-Cross";"Hong Kong Dollar";"Polish Zloty"
"HKD/QAR";"Exotic-Cross";"Hong Kong Dollar";"Qatari Riyal"
"HKD/RON";"Exotic-Cross";"Hong Kong Dollar";"Romanian Leu"
"HKD/RUB";"Exotic-Cross";"Hong Kong Dollar";"Russian Ruble"
"HKD/SAR";"Exotic-Cross";"Hong Kong Dollar";"Saudi Riyal"
"HKD/SEK";"Exotic-Cross";"Hong Kong Dollar";"Swedish Krona"
"HKD/SGD";"Exotic-Cross";"Hong Kong Dollar";"Singapore Dollar"
"HKD/THB";"Exotic-Cross";"Hong Kong Dollar";"Thai Baht"
"HKD/TRY";"Exotic-Cross";"Hong Kong Dollar";"Turkish Lira"
"HKD/TWD";"Exotic-Cross";"Hong Kong Dollar";"Taiwan Dollar"
"HKD/USD";"Exotic";"Hong Kong Dollar";"US Dollar"
"HKD/VEF";"Exotic-Cross";"Hong Kong Dollar";"Venezuelan Bolivar"
"HKD/XAF";"Exotic-Cross";"Hong Kong Dollar";"Central African CFA franc"
"HKD/XCD";"Exotic-Cross";"Hong Kong Dollar";"East Caribbean Dollar"
"HKD/XOF";"Exotic-Cross";"Hong Kong Dollar";"West African CFA franc"
"HKD/ZAR";"Exotic-Cross";"Hong Kong Dollar";"South African Rand"
"HUF/CLP";"Exotic-Cross";"Hungarian Forint";"Chilean Peso"
"HUF/EUR";"Minor";"Hungarian Forint";"Euro"
"HUF/IDR";"Exotic-Cross";"Hungarian Forint";"Indonesian Rupiah"
"HUF/ILS";"Minor";"Hungarian Forint";"Israeli Shekel"
"HUF/INR";"Exotic-Cross";"Hungarian Forint";"Indian Rupee"
"HUF/ISK";"Exotic-Cross";"Hungarian Forint";"Icelandic Krona"
"HUF/JMD";"Exotic-Cross";"Hungarian Forint";"Jamaican Dollar"
"HUF/JPY";"Exotic-Cross";"Hungarian Forint";"Japanese Yen"
"HUF/KES";"Exotic-Cross";"Hungarian Forint";"Kenyan Shilling"
"HUF/KRW";"Exotic-Cross";"Hungarian Forint";"Korean Won"
"HUF/LBP";"Exotic-Cross";"Hungarian Forint";"Lebanese Pound"
"HUF/LKR";"Exotic-Cross";"Hungarian Forint";"Sri Lankan Rupee"
"HUF/NPR";"Exotic-Cross";"Hungarian Forint";"Nepalese Rupee"
"HUF/PHP";"Exotic-Cross";"Hungarian Forint";"Philippine Peso"
"HUF/PKR";"Exotic-Cross";"Hungarian Forint";"Pakistani Rupee"
"HUF/RUB";"Exotic-Cross";"Hungarian Forint";"Russian Ruble"
"HUF/THB";"Exotic-Cross";"Hungarian Forint";"Thai Baht"
"HUF/USD";"Minor";"Hungarian Forint";"US Dollar"
"HUF/XAF";"Exotic-Cross";"Hungarian Forint";"Central African CFA franc"
"HUF/XOF";"Exotic-Cross";"Hungarian Forint";"West African CFA franc"
"IDR/AUD";"Minor";"Indonesian Rupiah";"Australian Dollar"
"IDR/CAD";"Exotic-Cross";"Indonesian Rupiah";"Canadian Dollar"
"IDR/CHF";"Minor";"Indonesian Rupiah";"Swiss Franc"
"IDR/CNY";"Exotic-Cross";"Indonesian Rupiah";"Chinese Yuan"
"IDR/EUR";"Minor";"Indonesian Rupiah";"Euro"
"IDR/GBP";"Minor";"Indonesian Rupiah";"British Pound"
"IDR/INR";"Exotic-Cross";"Indonesian Rupiah";"Indian Rupee"
"IDR/JPY";"Exotic-Cross";"Indonesian Rupiah";"Japanese Yen"
"IDR/KRW";"Exotic-Cross";"Indonesian Rupiah";"Korean Won"
"IDR/THB";"Exotic-Cross";"Indonesian Rupiah";"Thai Baht"
"IDR/TWD";"Exotic-Cross";"Indonesian Rupiah";"Taiwan Dollar"
"IDR/USD";"Minor";"Indonesian Rupiah";"US Dollar"
"ILS/AED";"Exotic-Cross";"Israeli Shekel";"UAE Dirham"
"ILS/ARS";"Exotic-Cross";"Israeli Shekel";"Argentinian Peso"
"ILS/AUD";"Exotic-Cross";"Israeli Shekel";"Australian Dollar"
"ILS/BBD";"Exotic-Cross";"Israeli Shekel";"Barbadian Dollar"
"ILS/BGN";"Minor";"Israeli Shekel";"Bulgarian Lev"
"ILS/BHD";"Exotic-Cross";"Israeli Shekel";"Baharain Dinar"
"ILS/BRL";"Exotic-Cross";"Israeli Shekel";"Brazil Real"
"ILS/CAD";"Exotic-Cross";"Israeli Shekel";"Canadian Dollar"
"ILS/CHF";"Exotic-Cross";"Israeli Shekel";"Swiss Franc"
"ILS/CLP";"Exotic-Cross";"Israeli Shekel";"Chilean Peso"
"ILS/CNY";"Exotic-Cross";"Israeli Shekel";"Chinese Yuan"
"ILS/COP";"Minor";"Israeli Shekel";"Colombian Peso"
"ILS/CZK";"Exotic-Cross";"Israeli Shekel";"Czech Koruna"
"ILS/DKK";"Exotic-Cross";"Israeli Shekel";"Danish Krone"
"ILS/EGP";"Exotic-Cross";"Israeli Shekel";"Egyptian Pound"
"ILS/EUR";"Exotic-Cross";"Israeli Shekel";"Euro"
"ILS/GBP";"Exotic-Cross";"Israeli Shekel";"British Pound"
"ILS/HKD";"Exotic-Cross";"Israeli Shekel";"Hong Kong Dollar"
"ILS/HUF";"Exotic-Cross";"Israeli Shekel";"Hungarian Forint"
"ILS/IDR";"Exotic-Cross";"Israeli Shekel";"Indonesian Rupiah"
"ILS/INR";"Exotic-Cross";"Israeli Shekel";"Indian Rupee"
"ILS/ISK";"Exotic-Cross";"Israeli Shekel";"Icelandic Krona"
"ILS/JMD";"Exotic-Cross";"Israeli Shekel";"Jamaican Dollar"
"ILS/JOD";"Exotic-Cross";"Israeli Shekel";"Jordan Dinar"
"ILS/JPY";"Exotic-Cross";"Israeli Shekel";"Japanese Yen"
"ILS/KES";"Exotic-Cross";"Israeli Shekel";"Kenyan Shilling"
"ILS/KRW";"Exotic-Cross";"Israeli Shekel";"Korean Won"
"ILS/LBP";"Exotic-Cross";"Israeli Shekel";"Lebanese Pound"
"ILS/LKR";"Exotic-Cross";"Israeli Shekel";"Sri Lankan Rupee"
"ILS/MAD";"Exotic-Cross";"Israeli Shekel";"Moroccan Dirham"
"ILS/MXN";"Exotic-Cross";"Israeli Shekel";"Mexican Peso"
"ILS/MYR";"Exotic-Cross";"Israeli Shekel";"Malaysian Ringgit"
"ILS/NAD";"Exotic-Cross";"Israeli Shekel";"Namibian Dollar"
"ILS/NOK";"Exotic-Cross";"Israeli Shekel";"Norwegian Krone"
"ILS/NPR";"Exotic-Cross";"Israeli Shekel";"Nepalese Rupee"
"ILS/NZD";"Exotic-Cross";"Israeli Shekel";"New Zealand Dollar"
"ILS/OMR";"Exotic-Cross";"Israeli Shekel";"Omani Rial"
"ILS/PAB";"Exotic-Cross";"Israeli Shekel";"Panamanian Balboa"
"ILS/PEN";"Minor";"Israeli Shekel";"Peru Sol"
"ILS/PHP";"Exotic-Cross";"Israeli Shekel";"Philippine Peso"
"ILS/PKR";"Exotic-Cross";"Israeli Shekel";"Pakistani Rupee"
"ILS/PLN";"Exotic-Cross";"Israeli Shekel";"Polish Zloty"
"ILS/QAR";"Exotic-Cross";"Israeli Shekel";"Qatari Riyal"
"ILS/RON";"Exotic-Cross";"Israeli Shekel";"Romanian Leu"
"ILS/RUB";"Exotic-Cross";"Israeli Shekel";"Russian Ruble"
"ILS/SAR";"Exotic-Cross";"Israeli Shekel";"Saudi Riyal"
"ILS/SEK";"Exotic-Cross";"Israeli Shekel";"Swedish Krona"
"ILS/SGD";"Exotic-Cross";"Israeli Shekel";"Singapore Dollar"
"ILS/THB";"Exotic-Cross";"Israeli Shekel";"Thai Baht"
"ILS/TRY";"Exotic-Cross";"Israeli Shekel";"Turkish Lira"
"ILS/TWD";"Exotic-Cross";"Israeli Shekel";"Taiwan Dollar"
"ILS/UAH";"Minor";"Israeli Shekel";"Ukrainian Hryvnia"
"ILS/USD";"Exotic";"Israeli Shekel";"US Dollar"
"ILS/UYU";"Minor";"Israeli Shekel";"Uruguayan Peso"
"ILS/VEF";"Exotic-Cross";"Israeli Shekel";"Venezuelan Bolivar"
"ILS/XAF";"Exotic-Cross";"Israeli Shekel";"Central African CFA franc"
"ILS/XCD";"Exotic-Cross";"Israeli Shekel";"East Caribbean Dollar"
"ILS/XOF";"Exotic-Cross";"Israeli Shekel";"West African CFA franc"
"ILS/ZAR";"Exotic-Cross";"Israeli Shekel";"South African Rand"
"INR/BRL";"Minor";"Indian Rupee";"Brazil Real"
"INR/CLP";"Exotic-Cross";"Indian Rupee";"Chilean Peso"
"INR/CNY";"Exotic-Cross";"Indian Rupee";"Chinese Yuan"
"INR/CZK";"Exotic-Cross";"Indian Rupee";"Czech Koruna"
"INR/DKK";"Exotic-Cross";"Indian Rupee";"Danish Krone"
"INR/EGP";"Exotic-Cross";"Indian Rupee";"Egyptian Pound"
"INR/EUR";"Exotic-Cross";"Indian Rupee";"Euro"
"INR/GBP";"Exotic-Cross";"Indian Rupee";"British Pound"
"INR/HKD";"Exotic-Cross";"Indian Rupee";"Hong Kong Dollar"
"INR/HUF";"Exotic-Cross";"Indian Rupee";"Hungarian Forint"
"INR/IDR";"Exotic-Cross";"Indian Rupee";"Indonesian Rupiah"
"INR/ILS";"Exotic-Cross";"Indian Rupee";"Israeli Shekel"
"INR/ISK";"Exotic-Cross";"Indian Rupee";"Icelandic Krona"
"INR/JMD";"Exotic-Cross";"Indian Rupee";"Jamaican Dollar"
"INR/JPY";"Exotic-Cross";"Indian Rupee";"Japanese Yen"
"INR/KES";"Exotic-Cross";"Indian Rupee";"Kenyan Shilling"
"INR/KRW";"Exotic-Cross";"Indian Rupee";"Korean Won"
"INR/LBP";"Exotic-Cross";"Indian Rupee";"Lebanese Pound"
"INR/LKR";"Exotic-Cross";"Indian Rupee";"Sri Lankan Rupee"
"INR/MAD";"Exotic-Cross";"Indian Rupee";"Moroccan Dirham"
"INR/MXN";"Exotic-Cross";"Indian Rupee";"Mexican Peso"
"INR/MYR";"Exotic-Cross";"Indian Rupee";"Malaysian Ringgit"
"INR/NAD";"Exotic-Cross";"Indian Rupee";"Namibian Dollar"
"INR/NOK";"Exotic-Cross";"Indian Rupee";"Norwegian Krone"
"INR/NPR";"Exotic-Cross";"Indian Rupee";"Nepalese Rupee"
"INR/PHP";"Exotic-Cross";"Indian Rupee";"Philippine Peso"
"INR/PKR";"Exotic-Cross";"Indian Rupee";"Pakistani Rupee"
"INR/RUB";"Exotic-Cross";"Indian Rupee";"Russian Ruble"
"INR/SEK";"Exotic-Cross";"Indian Rupee";"Swedish Krona"
"INR/THB";"Exotic-Cross";"Indian Rupee";"Thai Baht"
"INR/TRY";"Exotic-Cross";"Indian Rupee";"Turkish Lira"
"INR/TWD";"Exotic-Cross";"Indian Rupee";"Taiwan Dollar"
"INR/USD";"Exotic";"Indian Rupee";"US Dollar"
"INR/XAF";"Exotic-Cross";"Indian Rupee";"Central African CFA franc"
"INR/XOF";"Exotic-Cross";"Indian Rupee";"West African CFA franc"
"INR/ZAR";"Exotic-Cross";"Indian Rupee";"South African Rand"
"IQD/USD";"Minor";"Iraqi Dinar";"US Dollar"
"IRR/USD";"Minor";"Iranian Rial";"US Dollar"
"ISK/CHF";"Exotic-Cross";"Icelandic Krona";"Swiss Franc"
"ISK/CLP";"Exotic-Cross";"Icelandic Krona";"Chilean Peso"
"ISK/CZK";"Exotic-Cross";"Icelandic Krona";"Czech Koruna"
"ISK/HUF";"Exotic-Cross";"Icelandic Krona";"Hungarian Forint"
"ISK/IDR";"Exotic-Cross";"Icelandic Krona";"Indonesian Rupiah"
"ISK/ILS";"Minor";"Icelandic Krona";"Israeli Shekel"
"ISK/INR";"Exotic-Cross";"Icelandic Krona";"Indian Rupee"
"ISK/JMD";"Exotic-Cross";"Icelandic Krona";"Jamaican Dollar"
"ISK/JPY";"Exotic-Cross";"Icelandic Krona";"Japanese Yen"
"ISK/KES";"Exotic-Cross";"Icelandic Krona";"Kenyan Shilling"
"ISK/KRW";"Exotic-Cross";"Icelandic Krona";"Korean Won"
"ISK/LBP";"Exotic-Cross";"Icelandic Krona";"Lebanese Pound"
"ISK/LKR";"Exotic-Cross";"Icelandic Krona";"Sri Lankan Rupee"
"ISK/NPR";"Exotic-Cross";"Icelandic Krona";"Nepalese Rupee"
"ISK/PHP";"Exotic-Cross";"Icelandic Krona";"Philippine Peso"
"ISK/PKR";"Exotic-Cross";"Icelandic Krona";"Pakistani Rupee"
"ISK/RUB";"Exotic-Cross";"Icelandic Krona";"Russian Ruble"
"ISK/THB";"Exotic-Cross";"Icelandic Krona";"Thai Baht"
"ISK/XAF";"Exotic-Cross";"Icelandic Krona";"Central African CFA franc"
"ISK/XOF";"Exotic-Cross";"Icelandic Krona";"West African CFA franc"
"JOD/AED";"Minor";"Jordan Dinar";"UAE Dirham"
"JOD/EUR";"Minor";"Jordan Dinar";"Euro"
"JOD/GBP";"Minor";"Jordan Dinar";"British Pound"
"JOD/ILS";"Exotic-Cross";"Jordan Dinar";"Israeli Shekel"
"JOD/JPY";"Exotic-Cross";"Jordan Dinar";"Japanese Yen"
"JOD/KWD";"Exotic-Cross";"Jordan Dinar";"Kuwaiti Dinar"
"JOD/SAR";"Minor";"Jordan Dinar";"Saudi Riyal"
"JOD/USD";"Minor";"Jordan Dinar";"US Dollar"
"JPY/AED";"Exotic-Cross";"Japanese Yen";"UAE Dirham"
"JPY/ARS";"Exotic-Cross";"Japanese Yen";"Argentinian Peso"
"JPY/AUD";"Minor";"Japanese Yen";"Australian Dollar"
"JPY/BRL";"Exotic-Cross";"Japanese Yen";"Brazil Real"
"JPY/BYN";"Exotic-Cross";"Japanese Yen";"Belarusian Ruble"
"JPY/CAD";"Minor";"Japanese Yen";"Canadian Dollar"
"JPY/CHF";"Minor";"Japanese Yen";"Swiss Franc"
"JPY/CLP";"Exotic-Cross";"Japanese Yen";"Chilean Peso"
"JPY/CNY";"Exotic-Cross";"Japanese Yen";"Chinese Yuan"
"JPY/CZK";"Exotic-Cross";"Japanese Yen";"Czech Koruna"
"JPY/DKK";"Exotic-Cross";"Japanese Yen";"Danish Krone"
"JPY/EGP";"Exotic-Cross";"Japanese Yen";"Egyptian Pound"
"JPY/EUR";"Minor";"Japanese Yen";"Euro"
"JPY/GBP";"Minor";"Japanese Yen";"British Pound"
"JPY/HKD";"Exotic-Cross";"Japanese Yen";"Hong Kong Dollar"
"JPY/HUF";"Exotic-Cross";"Japanese Yen";"Hungarian Forint"
"JPY/IDR";"Exotic-Cross";"Japanese Yen";"Indonesian Rupiah"
"JPY/ILS";"Exotic-Cross";"Japanese Yen";"Israeli Shekel"
"JPY/INR";"Exotic-Cross";"Japanese Yen";"Indian Rupee"
"JPY/ISK";"Exotic-Cross";"Japanese Yen";"Icelandic Krona"
"JPY/JMD";"Exotic-Cross";"Japanese Yen";"Jamaican Dollar"
"JPY/JOD";"Exotic-Cross";"Japanese Yen";"Jordan Dinar"
"JPY/KES";"Exotic-Cross";"Japanese Yen";"Kenyan Shilling"
"JPY/KRW";"Exotic-Cross";"Japanese Yen";"Korean Won"
"JPY/KWD";"Exotic-Cross";"Japanese Yen";"Kuwaiti Dinar"
"JPY/LBP";"Exotic-Cross";"Japanese Yen";"Lebanese Pound"
"JPY/LKR";"Exotic-Cross";"Japanese Yen";"Sri Lankan Rupee"
"JPY/MXN";"Exotic-Cross";"Japanese Yen";"Mexican Peso"
"JPY/MYR";"Exotic-Cross";"Japanese Yen";"Malaysian Ringgit"
"JPY/NOK";"Exotic-Cross";"Japanese Yen";"Norwegian Krone"
"JPY/NPR";"Exotic-Cross";"Japanese Yen";"Nepalese Rupee"
"JPY/NZD";"Minor";"Japanese Yen";"New Zealand Dollar"
"JPY/PHP";"Exotic-Cross";"Japanese Yen";"Philippine Peso"
"JPY/PKR";"Exotic-Cross";"Japanese Yen";"Pakistani Rupee"
"JPY/PLN";"Exotic-Cross";"Japanese Yen";"Polish Zloty"
"JPY/RUB";"Exotic-Cross";"Japanese Yen";"Russian Ruble"
"JPY/SAR";"Exotic-Cross";"Japanese Yen";"Saudi Riyal"
"JPY/SEK";"Exotic-Cross";"Japanese Yen";"Swedish Krona"
"JPY/SGD";"Exotic-Cross";"Japanese Yen";"Singapore Dollar"
"JPY/THB";"Exotic-Cross";"Japanese Yen";"Thai Baht"
"JPY/TRY";"Minor";"Japanese Yen";"Turkish Lira"
"JPY/TWD";"Exotic-Cross";"Japanese Yen";"Taiwan Dollar"
"JPY/UAH";"Exotic-Cross";"Japanese Yen";"Ukrainian Hryvnia"
"JPY/USD";"Major";"Japanese Yen";"US Dollar"
"JPY/XAF";"Exotic-Cross";"Japanese Yen";"Central African CFA franc"
"JPY/XOF";"Exotic-Cross";"Japanese Yen";"West African CFA franc"
"JPY/ZAR";"Exotic-Cross";"Japanese Yen";"South African Rand"
"KGS/RUB";"Minor";"Kyrgyzstan som";"Russian Ruble"
"KRW/AUD";"Exotic-Cross";"Korean Won";"Australian Dollar"
"KRW/CAD";"Exotic-Cross";"Korean Won";"Canadian Dollar"
"KRW/CHF";"Exotic-Cross";"Korean Won";"Swiss Franc"
"KRW/CNY";"Exotic-Cross";"Korean Won";"Chinese Yuan"
"KRW/EUR";"Exotic-Cross";"Korean Won";"Euro"
"KRW/GBP";"Exotic-Cross";"Korean Won";"British Pound"
"KRW/HKD";"Exotic-Cross";"Korean Won";"Hong Kong Dollar"
"KRW/IDR";"Exotic-Cross";"Korean Won";"Indonesian Rupiah"
"KRW/ILS";"Minor";"Korean Won";"Israeli Shekel"
"KRW/INR";"Exotic-Cross";"Korean Won";"Indian Rupee"
"KRW/JPY";"Exotic-Cross";"Korean Won";"Japanese Yen"
"KRW/MYR";"Exotic-Cross";"Korean Won";"Malaysian Ringgit"
"KRW/SGD";"Exotic-Cross";"Korean Won";"Singapore Dollar"
"KRW/THB";"Exotic-Cross";"Korean Won";"Thai Baht"
"KRW/TWD";"Exotic-Cross";"Korean Won";"Taiwan Dollar"
"KRW/USD";"Exotic";"Korean Won";"US Dollar"
"KRW/ZAR";"Exotic-Cross";"Korean Won";"South African Rand"
"KWD/AED";"Exotic-Cross";"Kuwaiti Dinar";"UAE Dirham"
"KWD/CNY";"Minor";"Kuwaiti Dinar";"Chinese Yuan"
"KWD/EUR";"Minor";"Kuwaiti Dinar";"Euro"
"KWD/GBP";"Exotic-Cross";"Kuwaiti Dinar";"British Pound"
"KWD/JOD";"Exotic-Cross";"Kuwaiti Dinar";"Jordan Dinar"
"KWD/JPY";"Exotic-Cross";"Kuwaiti Dinar";"Japanese Yen"
"KWD/MYR";"Minor";"Kuwaiti Dinar";"Malaysian Ringgit"
"KWD/PKR";"Exotic-Cross";"Kuwaiti Dinar";"Pakistani Rupee"
"KWD/SAR";"Exotic-Cross";"Kuwaiti Dinar";"Saudi Riyal"
"KWD/SGD";"Minor";"Kuwaiti Dinar";"Singapore Dollar"
"KWD/TRY";"Minor";"Kuwaiti Dinar";"Turkish Lira"
"KWD/USD";"Minor";"Kuwaiti Dinar";"US Dollar"
"KYD/USD";"Exotic";"Cayman Islands Dollar";"US Dollar"
"KZT/RUB";"Minor";"Kazakh Tenge";"Russian Ruble"
"MAD/EUR";"Exotic-Cross";"Moroccan Dirham";"Euro"
"MDL/RUB";"Minor";"Moldovan Leu";"Russian Ruble"
"MXN/AED";"Exotic-Cross";"Mexican Peso";"UAE Dirham"
"MXN/ARS";"Exotic-Cross";"Mexican Peso";"Argentinian Peso"
"MXN/AUD";"Exotic-Cross";"Mexican Peso";"Australian Dollar"
"MXN/BBD";"Exotic-Cross";"Mexican Peso";"Barbadian Dollar"
"MXN/BOB";"Exotic-Cross";"Mexican Peso";"Bolivian Boliviano"
"MXN/BRL";"Exotic-Cross";"Mexican Peso";"Brazil Real"
"MXN/CAD";"Exotic-Cross";"Mexican Peso";"Canadian Dollar"
"MXN/CHF";"Exotic-Cross";"Mexican Peso";"Swiss Franc"
"MXN/CLP";"Exotic-Cross";"Mexican Peso";"Chilean Peso"
"MXN/CNY";"Exotic-Cross";"Mexican Peso";"Chinese Yuan"
"MXN/COP";"Exotic-Cross";"Mexican Peso";"Colombian Peso"
"MXN/CZK";"Exotic-Cross";"Mexican Peso";"Czech Koruna"
"MXN/DKK";"Exotic-Cross";"Mexican Peso";"Danish Krone"
"MXN/EGP";"Exotic-Cross";"Mexican Peso";"Egyptian Pound"
"MXN/EUR";"Exotic-Cross";"Mexican Peso";"Euro"
"MXN/GBP";"Exotic-Cross";"Mexican Peso";"British Pound"
"MXN/HKD";"Exotic-Cross";"Mexican Peso";"Hong Kong Dollar"
"MXN/HUF";"Exotic-Cross";"Mexican Peso";"Hungarian Forint"
"MXN/IDR";"Exotic-Cross";"Mexican Peso";"Indonesian Rupiah"
"MXN/ILS";"Exotic-Cross";"Mexican Peso";"Israeli Shekel"
"MXN/INR";"Exotic-Cross";"Mexican Peso";"Indian Rupee"
"MXN/ISK";"Exotic-Cross";"Mexican Peso";"Icelandic Krona"
"MXN/JMD";"Exotic-Cross";"Mexican Peso";"Jamaican Dollar"
"MXN/JPY";"Exotic-Cross";"Mexican Peso";"Japanese Yen"
"MXN/KES";"Exotic-Cross";"Mexican Peso";"Kenyan Shilling"
"MXN/KRW";"Exotic-Cross";"Mexican Peso";"Korean Won"
"MXN/LBP";"Exotic-Cross";"Mexican Peso";"Lebanese Pound"
"MXN/LKR";"Exotic-Cross";"Mexican Peso";"Sri Lankan Rupee"
"MXN/MAD";"Exotic-Cross";"Mexican Peso";"Moroccan Dirham"
"MXN/MYR";"Exotic-Cross";"Mexican Peso";"Malaysian Ringgit"
"MXN/NAD";"Exotic-Cross";"Mexican Peso";"Namibian Dollar"
"MXN/NOK";"Exotic-Cross";"Mexican Peso";"Norwegian Krone"
"MXN/NPR";"Exotic-Cross";"Mexican Peso";"Nepalese Rupee"
"MXN/NZD";"Exotic-Cross";"Mexican Peso";"New Zealand Dollar"
"MXN/PAB";"Exotic-Cross";"Mexican Peso";"Panamanian Balboa"
"MXN/PEN";"Exotic-Cross";"Mexican Peso";"Peru Sol"
"MXN/PHP";"Exotic-Cross";"Mexican Peso";"Philippine Peso"
"MXN/PKR";"Exotic-Cross";"Mexican Peso";"Pakistani Rupee"
"MXN/PLN";"Exotic-Cross";"Mexican Peso";"Polish Zloty"
"MXN/PYG";"Exotic-Cross";"Mexican Peso";"Paraguayan Guarani"
"MXN/QAR";"Exotic-Cross";"Mexican Peso";"Qatari Riyal"
"MXN/RON";"Exotic-Cross";"Mexican Peso";"Romanian Leu"
"MXN/RUB";"Exotic-Cross";"Mexican Peso";"Russian Ruble"
"MXN/SAR";"Exotic-Cross";"Mexican Peso";"Saudi Riyal"
"MXN/SEK";"Exotic-Cross";"Mexican Peso";"Swedish Krona"
"MXN/SGD";"Exotic-Cross";"Mexican Peso";"Singapore Dollar"
"MXN/THB";"Exotic-Cross";"Mexican Peso";"Thai Baht"
"MXN/TRY";"Exotic-Cross";"Mexican Peso";"Turkish Lira"
"MXN/TWD";"Exotic-Cross";"Mexican Peso";"Taiwan Dollar"
"MXN/USD";"Exotic";"Mexican Peso";"US Dollar"
"MXN/UYU";"Exotic-Cross";"Mexican Peso";"Uruguayan Peso"
"MXN/VEF";"Exotic-Cross";"Mexican Peso";"Venezuelan Bolivar"
"MXN/XAF";"Exotic-Cross";"Mexican Peso";"Central African CFA franc"
"MXN/XCD";"Exotic-Cross";"Mexican Peso";"East Caribbean Dollar"
"MXN/XOF";"Exotic-Cross";"Mexican Peso";"West African CFA franc"
"MXN/ZAR";"Exotic-Cross";"Mexican Peso";"South African Rand"
"MYR/CNY";"Exotic-Cross";"Malaysian Ringgit";"Chinese Yuan"
"MYR/DKK";"Exotic-Cross";"Malaysian Ringgit";"Danish Krone"
"MYR/HKD";"Exotic-Cross";"Malaysian Ringgit";"Hong Kong Dollar"
"MYR/IDR";"Exotic-Cross";"Malaysian Ringgit";"Indonesian Rupiah"
"MYR/INR";"Exotic-Cross";"Malaysian Ringgit";"Indian Rupee"
"MYR/JPY";"Exotic-Cross";"Malaysian Ringgit";"Japanese Yen"
"MYR/KRW";"Exotic-Cross";"Malaysian Ringgit";"Korean Won"
"MYR/NZD";"Exotic-Cross";"Malaysian Ringgit";"New Zealand Dollar"
"MYR/PKR";"Exotic-Cross";"Malaysian Ringgit";"Pakistani Rupee"
"MYR/SGD";"Exotic-Cross";"Malaysian Ringgit";"Singapore Dollar"
"MYR/THB";"Exotic-Cross";"Malaysian Ringgit";"Thai Baht"
"MYR/TWD";"Exotic-Cross";"Malaysian Ringgit";"Taiwan Dollar"
"MYR/USD";"Minor";"Malaysian Ringgit";"US Dollar"
"MYR/ZAR";"Exotic-Cross";"Malaysian Ringgit";"South African Rand"
"NIO/USD";"Exotic";"Nicaraguan Cordoba";"US Dollar"
"NOK/AED";"Exotic-Cross";"Norwegian Krone";"UAE Dirham"
"NOK/ARS";"Exotic-Cross";"Norwegian Krone";"Argentinian Peso"
"NOK/AUD";"Exotic-Cross";"Norwegian Krone";"Australian Dollar"
